,country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($),generation
276,Antigua and Barbuda,1986.0,female,15-24 years,0.0,7668.0,0.0,"290,440,148",4740.0,Generation X
277,Antigua and Barbuda,1986.0,female,25-34 years,0.0,6209.0,0.0,"290,440,148",4740.0,Boomers
278,Antigua and Barbuda,1986.0,female,35-54 years,0.0,6101.0,0.0,"290,440,148",4740.0,Silent
279,Antigua and Barbuda,1986.0,female,5-14 years,0.0,6907.0,0.0,"290,440,148",4740.0,Generation X
280,Antigua and Barbuda,1986.0,female,55-74 years,0.0,3764.0,0.0,"290,440,148",4740.0,G.I. Generation
281,Antigua and Barbuda,1986.0,female,75+ years,0.0,1014.0,0.0,"290,440,148",4740.0,G.I. Generation
282,Antigua and Barbuda,1986.0,male,15-24 years,0.0,7563.0,0.0,"290,440,148",4740.0,Generation X
283,Antigua and Barbuda,1986.0,male,25-34 years,0.0,6023.0,0.0,"290,440,148",4740.0,Boomers
284,Antigua and Barbuda,1986.0,male,35-54 years,0.0,5947.0,0.0,"290,440,148",4740.0,Silent
285,Antigua and Barbuda,1986.0,male,5-14 years,0.0,6827.0,0.0,"290,440,148",4740.0,Generation X
286,Antigua and Barbuda,1986.0,male,55-74 years,0.0,2771.0,0.0,"290,440,148",4740.0,G.I. Generation
287,Antigua and Barbuda,1986.0,male,75+ years,0.0,476.0,0.0,"290,440,148",4740.0,G.I. Generation
288,Antigua and Barbuda,1987.0,female,15-24 years,0.0,7583.0,0.0,"337,174,852",5595.0,Generation X
289,Antigua and Barbuda,1987.0,female,25-34 years,0.0,6101.0,0.0,"337,174,852",5595.0,Boomers
290,Antigua and Barbuda,1987.0,female,35-54 years,0.0,6059.0,0.0,"337,174,852",5595.0,Silent
291,Antigua and Barbuda,1987.0,female,5-14 years,0.0,6623.0,0.0,"337,174,852",5595.0,Generation X
292,Antigua and Barbuda,1987.0,female,55-74 years,0.0,3738.0,0.0,"337,174,852",5595.0,G.I. Generation
293,Antigua and Barbuda,1987.0,female,75+ years,0.0,1081.0,0.0,"337,174,852",5595.0,G.I. Generation
294,Antigua and Barbuda,1987.0,male,15-24 years,0.0,7421.0,0.0,"337,174,852",5595.0,Generation X
295,Antigua and Barbuda,1987.0,male,25-34 years,0.0,5893.0,0.0,"337,174,852",,Boomers
296,Antigua and Barbuda,1987.0,male,35-54 years,0.0,5927.0,0.0,"337,174,852",5595.0,Silent
297,Antigua and Barbuda,1987.0,male,5-14 years,0.0,6499.0,0.0,"337,174,852",5595.0,Generation X
298,Antigua and Barbuda,1987.0,male,55-74 years,0.0,2798.0,0.0,"337,174,852",5595.0,G.I. Generation
299,Antigua and Barbuda,1987.0,male,75+ years,0.0,538.0,0.0,"337,174,852",5595.0,G.I. Generation
300,Antigua and Barbuda,1988.0,female,15-24 years,0.0,7413.0,0.0,"398,637,741",6693.0,Generation X
301,Antigua and Barbuda,1988.0,female,25-34 years,0.0,6041.0,0.0,"398,637,741",6693.0,Boomers
302,Antigua and Barbuda,1988.0,female,35-54 years,0.0,6021.0,0.0,"398,637,741",6693.0,Silent
303,Antigua and Barbuda,1988.0,female,5-14 years,0.0,6527.0,0.0,"398,637,741",6693.0,Generation X
304,Antigua and Barbuda,1988.0,female,55-74 years,0.0,3708.0,0.0,"398,637,741",6693.0,G.I. Generation
305,Antigua and Barbuda,1988.0,female,75+ years,0.0,1141.0,0.0,"398,637,741",6693.0,G.I. Generation
306,Antigua and Barbuda,1988.0,male,15-24 years,0.0,7209.0,0.0,"398,637,741",6693.0,Generation X
307,Antigua and Barbuda,1988.0,male,25-34 years,0.0,5826.0,0.0,"398,637,741",6693.0,Boomers
308,Antigua and Barbuda,1988.0,male,35-54 years,0.0,,0.0,"398,637,741",6693.0,Silent
309,Antigua and Barbuda,1988.0,male,5-14 years,0.0,6355.0,0.0,"398,637,741",6693.0,Generation X
310,Antigua and Barbuda,1988.0,male,55-74 years,0.0,2813.0,0.0,"398,637,741",6693.0,G.I. Generation
311,Antigua and Barbuda,1988.0,male,75+ years,0.0,603.0,0.0,"398,637,741",6693.0,G.I. Generation
312,Antigua and Barbuda,1989.0,female,15-24 years,0.0,7152.0,0.0,"438,794,778",7407.0,Generation X
313,Antigua and Barbuda,1989.0,female,25-34 years,0.0,6059.0,0.0,"438,794,778",7407.0,Boomers
314,Antigua and Barbuda,1989.0,female,35-54 years,0.0,5969.0,0.0,"438,794,778",7407.0,Silent
315,Antigua and Barbuda,1989.0,female,5-14 years,0.0,6621.0,0.0,"438,794,778",7407.0,Generation X
316,Antigua and Barbuda,1989.0,female,55-74 years,0.0,3696.0,0.0,"438,794,778",7407.0,G.I. Generation
317,Antigua and Barbuda,1989.0,female,75+ years,0.0,1195.0,0.0,"438,794,778",7407.0,G.I. Generation
318,Antigua and Barbuda,1989.0,male,15-24 years,0.0,6927.0,0.0,"438,794,778",7407.0,Generation X
319,Antigua and Barbuda,1989.0,male,25-34 years,0.0,5835.0,0.0,"438,794,778",7407.0,Boomers
320,Antigua and Barbuda,1989.0,male,35-54 years,0.0,5862.0,0.0,"438,794,778",7407.0,Silent
321,Antigua and Barbuda,1989.0,male,5-14 years,0.0,,0.0,"438,794,778",7407.0,Generation X
322,Antigua and Barbuda,1989.0,male,55-74 years,0.0,2843.0,0.0,"438,794,778",7407.0,G.I. Generation
323,Antigua and Barbuda,1989.0,male,75+ years,0.0,676.0,0.0,"438,794,778",7407.0,G.I. Generation
324,Antigua and Barbuda,1990.0,male,35-54 years,1.0,5799.0,17.24,"459,469,074",7744.0,Silent
325,Antigua and Barbuda,1990.0,female,15-24 years,0.0,6827.0,0.0,"459,469,074",7744.0,Generation X
326,Antigua and Barbuda,1990.0,female,25-34 years,0.0,6172.0,0.0,"459,469,074",7744.0,Boomers
327,Antigua and Barbuda,1990.0,female,35-54 years,0.0,5895.0,0.0,"459,469,074",7744.0,Silent
328,Antigua and Barbuda,1990.0,female,5-14 years,0.0,6877.0,0.0,"459,469,074",7744.0,Generation X
329,Antigua and Barbuda,1990.0,female,55-74 years,0.0,3706.0,0.0,"459,469,074",7744.0,G.I. Generation
330,Antigua and Barbuda,1990.0,female,75+ years,0.0,1252.0,0.0,"459,469,074",7744.0,G.I. Generation
331,Antigua and Barbuda,1990.0,male,15-24 years,0.0,6598.0,0.0,"459,469,074",7744.0,Generation X
332,Antigua and Barbuda,1990.0,male,25-34 years,0.0,5937.0,0.0,"459,469,074",7744.0,Boomers
333,Antigua and Barbuda,1990.0,male,5-14 years,0.0,6611.0,0.0,"459,469,074",7744.0,Generation X
334,Antigua and Barbuda,1990.0,male,55-74 years,0.0,2902.0,0.0,"459,469,074",7744.0,G.I. Generation
335,Antigua and Barbuda,1990.0,male,75+ years,0.0,758.0,0.0,"459,469,074",7744.0,G.I. Generation
336,Antigua and Barbuda,1991.0,female,15-24 years,0.0,6595.0,0.0,"481,706,333",7976.0,Generation X
337,Antigua and Barbuda,1991.0,female,25-34 years,0.0,6396.0,0.0,"481,706,333",7976.0,Boomers
338,Antigua and Barbuda,1991.0,female,35-54 years,0.0,6198.0,0.0,"481,706,333",7976.0,Boomers
339,Antigua and Barbuda,1991.0,female,5-14 years,0.0,7089.0,0.0,"481,706,333",7976.0,Millenials
340,,1991.0,female,55-74 years,0.0,3665.0,0.0,"481,706,333",7976.0,Silent
341,Antigua and Barbuda,1991.0,female,75+ years,0.0,1293.0,0.0,"481,706,333",7976.0,G.I. Generation
342,Antigua and Barbuda,1991.0,male,15-24 years,0.0,6401.0,0.0,"481,706,333",7976.0,Generation X
343,Antigua and Barbuda,1991.0,male,25-34 years,0.0,6156.0,0.0,"481,706,333",7976.0,Boomers
344,Antigua and Barbuda,1991.0,male,35-54 years,0.0,6122.0,0.0,"481,706,333",7976.0,
345,Antigua and Barbuda,1991.0,male,5-14 years,0.0,6818.0,0.0,"481,706,333",7976.0,Millenials
346,Antigua and Barbuda,1991.0,male,55-74 years,0.0,2857.0,0.0,"481,706,333",7976.0,Silent
347,Antigua and Barbuda,1991.0,male,75+ years,0.0,804.0,0.0,"481,706,333",7976.0,G.I. Generation
348,Antigua and Barbuda,1992.0,female,15-24 years,0.0,6369.0,0.0,"499,281,148",8087.0,Generation X
349,Antigua and Barbuda,1992.0,female,25-34 years,0.0,6650.0,0.0,"499,281,148",8087.0,Boomers
350,Antigua and Barbuda,1992.0,female,35-54 years,0.0,6534.0,0.0,"499,281,148",8087.0,Boomers
351,Antigua and Barbuda,1992.0,female,5-14 years,0.0,7311.0,0.0,"499,281,148",8087.0,Millenials
352,Antigua and Barbuda,1992.0,female,55-74 years,0.0,3648.0,0.0,"499,281,148",8087.0,Silent
353,Antigua and Barbuda,1992.0,female,75+ years,0.0,1339.0,,"499,281,148",8087.0,G.I. Generation
354,Antigua and Barbuda,1992.0,male,15-24 years,0.0,6221.0,0.0,"499,281,148",8087.0,Generation X
355,Antigua and Barbuda,1992.0,male,25-34 years,0.0,6409.0,0.0,"499,281,148",8087.0,Boomers
356,Antigua and Barbuda,1992.0,male,35-54 years,0.0,6497.0,0.0,"499,281,148",8087.0,Boomers
357,Antigua and Barbuda,1992.0,male,5-14 years,,7059.0,0.0,"499,281,148",8087.0,Millenials
358,Antigua and Barbuda,1992.0,male,55-74 years,0.0,2851.0,0.0,"499,281,148",8087.0,Silent
359,Antigua and Barbuda,1992.0,male,75+ years,0.0,853.0,0.0,"499,281,148",8087.0,G.I. Generation
360,Antigua and Barbuda,1993.0,male,25-34 years,1.0,6668.0,15.0,"535,172,778",8453.0,Boomers
361,Antigua and Barbuda,1993.0,female,15-24 years,0.0,6182.0,0.0,"535,172,778",8453.0,Generation X
362,Antigua and Barbuda,1993.0,female,25-34 years,0.0,6914.0,0.0,"535,172,778",8453.0,Boomers
363,Antigua and Barbuda,1993.0,female,35-54 years,0.0,6917.0,0.0,"535,172,778",8453.0,Boomers
364,Antigua and Barbuda,1993.0,female,5-14 years,0.0,7529.0,0.0,"535,172,778",8453.0,Millenials
365,Antigua and Barbuda,1993.0,female,55-74 years,0.0,3662.0,0.0,"535,172,778",8453.0,Silent
366,Antigua and Barbuda,1993.0,female,75+ years,0.0,1386.0,0.0,"535,172,778",8453.0,G.I. Generation
367,Antigua and Barbuda,1993.0,male,15-24 years,0.0,6069.0,0.0,"535,172,778",8453.0,Generation X
368,Antigua and Barbuda,1993.0,male,35-54 years,0.0,6915.0,0.0,"535,172,778",8453.0,Boomers
369,Antigua and Barbuda,1993.0,male,5-14 years,0.0,7298.0,0.0,"535,172,778",8453.0,Millenials
370,Antigua and Barbuda,1993.0,male,55-74 years,0.0,2879.0,0.0,"535,172,778",8453.0,Silent
371,Antigua and Barbuda,1993.0,male,75+ years,0.0,896.0,0.0,"535,172,778",8453.0,G.I. Generation
372,Antigua and Barbuda,1994.0,female,15-24 years,0.0,6083.0,0.0,"589,429,593",9062.0,Generation X
373,Antigua and Barbuda,1994.0,female,25-34 years,0.0,7151.0,0.0,"589,429,593",9062.0,Boomers
374,Antigua and Barbuda,1994.0,female,35-54 years,0.0,7357.0,0.0,"589,429,593",9062.0,Boomers
375,Antigua and Barbuda,1994.0,female,5-14 years,0.0,7722.0,0.0,"589,429,593",9062.0,Millenials
376,Antigua and Barbuda,1994.0,female,55-74 years,0.0,3715.0,0.0,"589,429,593",9062.0,Silent
377,Antigua and Barbuda,1994.0,female,75+ years,0.0,1437.0,0.0,"589,429,593",9062.0,G.I. Generation
378,Antigua and Barbuda,1994.0,male,15-24 years,0.0,5976.0,0.0,"589,429,593",9062.0,Generation X
379,Antigua and Barbuda,1994.0,male,25-34 years,0.0,6886.0,0.0,"589,429,593",9062.0,Boomers
380,Antigua and Barbuda,1994.0,male,35-54 years,0.0,7359.0,0.0,"589,429,593",9062.0,Boomers
381,Antigua and Barbuda,1994.0,male,5-14 years,0.0,7494.0,0.0,"589,429,593",9062.0,Millenials
382,Antigua and Barbuda,1994.0,male,55-74 years,0.0,2935.0,0.0,"589,429,593",9062.0,Silent
383,Antigua and Barbuda,1994.0,male,,0.0,929.0,0.0,"589,429,593",9062.0,G.I. Generation
384,Antigua and Barbuda,1995.0,female,15-24 years,0.0,6099.0,0.0,"577,280,741",8636.0,Generation X
385,Antigua and Barbuda,1995.0,female,25-34 years,0.0,7333.0,0.0,"577,280,741",8636.0,Generation X
386,Antigua and Barbuda,1995.0,female,35-54 years,0.0,7851.0,0.0,"577,280,741",8636.0,Boomers
387,Antigua and Barbuda,1995.0,female,5-14 years,0.0,7885.0,0.0,"577,280,741",8636.0,Millenials
388,Antigua and Barbuda,1995.0,female,55-74 years,0.0,3808.0,0.0,"577,280,741",8636.0,Silent
389,Antigua and Barbuda,1995.0,female,75+ years,0.0,1488.0,0.0,"577,280,741",8636.0,G.I. Generation
390,Antigua and Barbuda,1995.0,male,15-24 years,0.0,5953.0,0.0,"577,280,741",8636.0,Generation X
391,Antigua and Barbuda,1995.0,male,25-34 years,0.0,7023.0,,"577,280,741",8636.0,Generation X
392,Antigua and Barbuda,1995.0,male,35-54 years,0.0,7809.0,0.0,"577,280,741",8636.0,Boomers
393,Antigua and Barbuda,1995.0,male,5-14 years,0.0,7632.0,0.0,"577,280,741",8636.0,Millenials
394,Antigua and Barbuda,1995.0,male,55-74 years,0.0,3021.0,0.0,"577,280,741",8636.0,Silent
395,Antigua and Barbuda,1995.0,male,75+ years,0.0,944.0,0.0,"577,280,741",8636.0,G.I. Generation
396,Antigua and Barbuda,1998.0,female,15-24 years,0.0,6529.0,0.0,"727,860,593",10078.0,Generation X
397,Antigua and Barbuda,1998.0,female,25-34 years,0.0,8332.0,0.0,"727,860,593",10078.0,Generation X
398,Antigua and Barbuda,1998.0,female,35-54 years,0.0,9615.0,0.0,"727,860,593",10078.0,Boomers
399,Antigua and Barbuda,1998.0,female,5-14 years,0.0,8183.0,0.0,"727,860,593",10078.0,Millenials
400,Antigua and Barbuda,1998.0,female,55-74 years,0.0,3921.0,0.0,"727,860,593",10078.0,Silent
401,Antigua and Barbuda,1998.0,female,75+ years,0.0,1476.0,0.0,"727,860,593",10078.0,G.I. Generation
402,Antigua and Barbuda,1998.0,male,15-24 years,0.0,5916.0,0.0,"727,860,593",10078.0,Generation X
403,Antigua and Barbuda,1998.0,male,25-34 years,0.0,7294.0,0.0,"727,860,593",10078.0,Generation X
404,Antigua and Barbuda,1998.0,male,35-54 years,0.0,9086.0,0.0,"727,860,593",10078.0,Boomers
405,Antigua and Barbuda,1998.0,male,5-14 years,0.0,7706.0,0.0,"727,860,593",10078.0,Millenials
406,Antigua and Barbuda,1998.0,male,55-74 years,0.0,3213.0,0.0,"727,860,593",10078.0,Silent
407,Antigua and Barbuda,1998.0,male,75+ years,0.0,954.0,0.0,"727,860,593",10078.0,G.I. Generation
408,Antigua and Barbuda,1999.0,female,15-24 years,0.0,6589.0,0.0,"766,198,926",10378.0,Generation X
409,Antigua and Barbuda,1999.0,female,25-34 years,0.0,8526.0,0.0,"766,198,926",10378.0,Generation X
410,Antigua and Barbuda,1999.0,female,35-54 years,0.0,10311.0,0.0,"766,198,926",10378.0,Boomers
411,Antigua and Barbuda,1999.0,female,5-14 years,0.0,8314.0,0.0,"766,198,926",10378.0,Millenials
412,Antigua and Barbuda,1999.0,female,55-74 years,0.0,3968.0,0.0,"766,198,926",10378.0,Silent
413,Antigua and Barbuda,1999.0,female,75+ years,0.0,1451.0,0.0,"766,198,926",10378.0,G.I. Generation
414,Antigua and Barbuda,1999.0,male,15-24 years,0.0,5845.0,0.0,"766,198,926",10378.0,Generation X
415,Antigua and Barbuda,1999.0,male,25-34 years,0.0,7263.0,0.0,"766,198,926",10378.0,Generation X
416,Antigua and Barbuda,1999.0,male,35-54 years,0.0,9537.0,0.0,"766,198,926",10378.0,Boomers
417,Antigua and Barbuda,1999.0,male,5-14 years,0.0,7805.0,0.0,"766,198,926",10378.0,Millenials
418,Antigua and Barbuda,1999.0,male,55-74 years,0.0,3276.0,0.0,"766,198,926",10378.0,Silent
419,Antigua and Barbuda,1999.0,male,75+ years,0.0,,0.0,"766,198,926",10378.0,G.I. Generation
420,Antigua and Barbuda,2000.0,male,55-74 years,1.0,3333.0,30.0,"830,158,778",11021.0,Silent
421,Antigua and Barbuda,2000.0,male,35-54 years,1.0,10033.0,9.97,"830,158,778",11021.0,Boomers
422,Antigua and Barbuda,2000.0,female,15-24 years,0.0,6616.0,0.0,"830,158,778",11021.0,Generation X
423,Antigua and Barbuda,2000.0,female,25-34 years,0.0,8595.0,0.0,"830,158,778",11021.0,Generation X
424,,2000.0,female,35-54 years,0.0,11040.0,0.0,"830,158,778",11021.0,Boomers
425,Antigua and Barbuda,2000.0,female,5-14 years,0.0,8439.0,0.0,"830,158,778",11021.0,Millenials
426,Antigua and Barbuda,2000.0,female,55-74 years,0.0,3986.0,0.0,"830,158,778",11021.0,Silent
427,Antigua and Barbuda,2000.0,female,75+ years,0.0,1413.0,0.0,"830,158,778",11021.0,G.I. Generation
428,Antigua and Barbuda,2000.0,male,15-24 years,0.0,5783.0,0.0,"830,158,778",11021.0,Generation X
429,Antigua and Barbuda,2000.0,male,25-34 years,0.0,7177.0,0.0,"830,158,778",11021.0,Generation X
430,Antigua and Barbuda,2000.0,male,5-14 years,0.0,,0.0,"830,158,778",11021.0,Millenials
431,Antigua and Barbuda,2000.0,male,75+ years,0.0,938.0,0.0,"830,158,778",11021.0,G.I. Generation
432,Antigua and Barbuda,2001.0,male,35-54 years,2.0,10281.0,19.45,"800,740,259",10468.0,Boomers
433,Antigua and Barbuda,2001.0,female,15-24 years,0.0,6902.0,0.0,"800,740,259",10468.0,Millenials
434,Antigua and Barbuda,2001.0,female,25-34 years,0.0,8425.0,0.0,"800,740,259",10468.0,Generation X
435,Antigua and Barbuda,2001.0,female,35-54 years,0.0,11402.0,0.0,"800,740,259",10468.0,Boomers
436,Antigua and Barbuda,2001.0,female,5-14 years,0.0,8428.0,0.0,"800,740,259",10468.0,Millenials
437,Antigua and Barbuda,2001.0,female,55-74 years,0.0,4037.0,0.0,"800,740,259",10468.0,Silent
438,Antigua and Barbuda,2001.0,female,75+ years,0.0,1487.0,0.0,"800,740,259",10468.0,Silent
439,Antigua and Barbuda,2001.0,male,15-24 years,0.0,6084.0,0.0,"800,740,259",10468.0,Millenials
440,Antigua and Barbuda,2001.0,male,25-34 years,0.0,7071.0,0.0,"800,740,259",10468.0,Generation X
441,Antigua and Barbuda,2001.0,male,5-14 years,0.0,7958.0,0.0,"800,740,259",,Millenials
442,Antigua and Barbuda,2001.0,male,55-74 years,0.0,3442.0,0.0,"800,740,259",10468.0,Silent
443,Antigua and Barbuda,2001.0,male,75+ years,0.0,980.0,0.0,"800,740,259",10468.0,Silent
444,Antigua and Barbuda,2002.0,female,15-24 years,0.0,7196.0,0.0,"814,615,333",10499.0,Millenials
445,Antigua and Barbuda,2002.0,female,25-34 years,0.0,8155.0,0.0,"814,615,333",10499.0,Generation X
446,Antigua and Barbuda,2002.0,female,35-54 years,0.0,11760.0,0.0,"814,615,333",10499.0,Boomers
447,Antigua and Barbuda,2002.0,female,5-14 years,0.0,8408.0,0.0,"814,615,333",10499.0,Millenials
448,Antigua and Barbuda,2002.0,female,55-74 years,0.0,4050.0,0.0,"814,615,333",10499.0,Silent
449,Antigua and Barbuda,2002.0,female,75+ years,0.0,1547.0,0.0,"814,615,333",10499.0,Silent
450,Antigua and Barbuda,2002.0,male,15-24 years,0.0,6416.0,0.0,"814,615,333",10499.0,Millenials
451,Antigua and Barbuda,2002.0,male,25-34 years,0.0,6921.0,0.0,"814,615,333",10499.0,Generation X
452,Antigua and Barbuda,2002.0,male,35-54 years,0.0,10604.0,0.0,"814,615,333",10499.0,Boomers
453,Antigua and Barbuda,,male,5-14 years,0.0,7980.0,0.0,"814,615,333",10499.0,Millenials
454,Antigua and Barbuda,2002.0,male,55-74 years,0.0,3527.0,0.0,"814,615,333",10499.0,Silent
455,Antigua and Barbuda,2002.0,male,75+ years,0.0,1024.0,0.0,"814,615,333",10499.0,Silent
456,Antigua and Barbuda,2003.0,male,55-74 years,1.0,3594.0,27.82,"855,643,111",10878.0,Silent
457,Antigua and Barbuda,2003.0,female,15-24 years,0.0,7454.0,0.0,"855,643,111",10878.0,Millenials
458,Antigua and Barbuda,2003.0,female,25-34 years,0.0,7831.0,0.0,"855,643,111",10878.0,Generation X
459,Antigua and Barbuda,2003.0,female,35-54 years,0.0,12129.0,0.0,"855,643,111",10878.0,Boomers
460,Antigua and Barbuda,2003.0,female,5-14 years,0.0,8423.0,0.0,"855,643,111",10878.0,Millenials
461,Antigua and Barbuda,2003.0,female,55-74 years,0.0,4054.0,0.0,"855,643,111",10878.0,Silent
462,Antigua and Barbuda,2003.0,female,75+ years,0.0,1583.0,0.0,"855,643,111",10878.0,Silent
463,Antigua and Barbuda,2003.0,male,15-24 years,0.0,6730.0,0.0,"855,643,111",10878.0,Millenials
464,Antigua and Barbuda,2003.0,male,25-34 years,0.0,6734.0,0.0,"855,643,111",10878.0,Generation X
465,Antigua and Barbuda,2003.0,male,35-54 years,0.0,10997.0,0.0,"855,643,111",10878.0,Boomers
466,Antigua and Barbuda,2003.0,male,5-14 years,0.0,8061.0,,"855,643,111",10878.0,Millenials
467,Antigua and Barbuda,2003.0,male,75+ years,0.0,1068.0,0.0,"855,643,111",10878.0,Silent
468,Antigua and Barbuda,2004.0,male,55-74 years,1.0,3665.0,27.29,"919,577,148",11535.0,Silent
469,Antigua and Barbuda,2004.0,male,35-54 years,1.0,11406.0,8.77,"919,577,148",11535.0,Boomers
470,Antigua and Barbuda,2004.0,female,15-24 years,0.0,7648.0,0.0,"919,577,148",11535.0,Millenials
471,Antigua and Barbuda,2004.0,female,25-34 years,0.0,7531.0,0.0,"919,577,148",,Generation X
472,Antigua and Barbuda,2004.0,female,35-54 years,0.0,12492.0,0.0,"919,577,148",11535.0,Boomers
473,Antigua and Barbuda,2004.0,female,5-14 years,0.0,8488.0,0.0,"919,577,148",11535.0,Millenials
474,Antigua and Barbuda,2004.0,,55-74 years,0.0,4088.0,0.0,"919,577,148",11535.0,Silent
475,Antigua and Barbuda,2004.0,female,75+ years,,1590.0,0.0,"919,577,148",11535.0,Silent
476,Antigua and Barbuda,2004.0,male,15-24 years,0.0,6968.0,0.0,"919,577,148",11535.0,Millenials
477,Antigua and Barbuda,2004.0,male,25-34 years,0.0,6556.0,0.0,"919,577,148",11535.0,Generation X
478,Antigua and Barbuda,2004.0,male,5-14 years,0.0,8196.0,0.0,"919,577,148",11535.0,Millenials
479,Antigua and Barbuda,2004.0,male,75+ years,0.0,1094.0,0.0,"919,577,148",11535.0,Silent
480,Antigua and Barbuda,2005.0,female,15-24 years,0.0,7780.0,0.0,"1,022,191,296",12649.0,Millenials
481,Antigua and Barbuda,2005.0,female,25-34 years,0.0,7327.0,0.0,"1,022,191,296",12649.0,Generation X
482,Antigua and Barbuda,2005.0,female,35-54 years,0.0,12835.0,0.0,"1,022,191,296",12649.0,Boomers
483,Antigua and Barbuda,2005.0,female,5-14 years,0.0,8584.0,0.0,"1,022,191,296",12649.0,Millenials
484,Antigua and Barbuda,2005.0,female,55-74 years,0.0,4157.0,0.0,"1,022,191,296",12649.0,Silent
485,Antigua and Barbuda,2005.0,female,75+ years,0.0,1575.0,0.0,"1,022,191,296",12649.0,Silent
486,Antigua and Barbuda,2005.0,male,15-24 years,0.0,7113.0,0.0,"1,022,191,296",12649.0,Millenials
487,Antigua and Barbuda,2005.0,male,25-34 years,0.0,6444.0,0.0,"1,022,191,296",12649.0,Generation X
488,Antigua and Barbuda,2005.0,male,35-54 years,0.0,11778.0,0.0,"1,022,191,296",12649.0,Boomers
489,Antigua and Barbuda,2005.0,male,5-14 years,0.0,8358.0,0.0,"1,022,191,296",12649.0,Millenials
490,Antigua and Barbuda,2005.0,male,55-74 years,0.0,3748.0,0.0,"1,022,191,296",12649.0,Silent
491,Antigua and Barbuda,2005.0,male,75+ years,0.0,1110.0,0.0,"1,022,191,296",12649.0,Silent
492,Antigua and Barbuda,2006.0,female,15-24 years,0.0,7902.0,0.0,"1,157,005,444",14114.0,Millenials
493,Antigua and Barbuda,2006.0,female,25-34 years,0.0,7098.0,0.0,"1,157,005,444",14114.0,Generation X
494,Antigua and Barbuda,2006.0,female,35-54 years,0.0,13374.0,0.0,"1,157,005,444",14114.0,Boomers
495,Antigua and Barbuda,2006.0,female,5-14 years,0.0,8571.0,0.0,"1,157,005,444",14114.0,Millenials
